"activityLabel","chebiID"
"2,6-Dideoxy-3-O-methyl-beta-D-ribo-hexopyranose","CHEBI_10366"
"D-Cymarose","CHEBI_10366"
"D-Glucose;Glucose;alpha-D-Glucose","CHEBI_17925"
"D-Glucose;Glucose;alpha-D-Glucose","CHEBI_4167"
"D-Glucose","CHEBI_17925"
"D-Glucose","CHEBI_4167"
"Glucose","CHEBI_17925"
"Glucose","CHEBI_4167"
"alpha-D-Glucose","CHEBI_17925"
"alpha-D-Glucose","CHEBI_4167"
"Gentianose","CHEBI_28782"
"Maltose","CHEBI_17306"
"Sucrose;(+)-Sucrose","CHEBI_17992"
"(+)-Sucrose","CHEBI_17992"
"Sucrose","CHEBI_17992"
"Glycerol","CHEBI_17754"
"cis-Aconitic acid","CHEBI_32805"
"3-(Methylthio)propionic acid","CHEBI_1438"
"Sebacic acid","CHEBI_41865"
"Decanoic acid;Capric acid;n-Decanoic acid","CHEBI_30813"
"Capric acid","CHEBI_30813"
"Decanoic acid","CHEBI_30813"
"n-Decanoic acid","CHEBI_30813"
"Lauric acid;Docosanoic acid;n-Dodecanoic acid","CHEBI_30805"
"Docosanoic acid","CHEBI_30805"
"Lauric acid","CHEBI_30805"
"n-Dodecanoic acid","CHEBI_30805"
"Lignoceric acid","CHEBI_28866"
"Oleic acid;(Z)-9-Octadecenoic acid","CHEBI_16196"
"(Z)-9-Octadecenoic acid","CHEBI_16196"
"Oleic acid","CHEBI_16196"
"(Z)-Palmitoleic acid;cis-Palmitoleic acid;Palmitoleic acid","CHEBI_28716"
"(Z)-Palmitoleic acid","CHEBI_28716"
"Palmitoleic acid","CHEBI_28716"
"cis-Palmitoleic acid","CHEBI_28716"
"Vaccenic acid","CHEBI_28727"
"Allicin","CHEBI_28411"
"Octan-1-ol;Octanol;1-Octanol;n-Octanol","CHEBI_16188"
"1-Octanol","CHEBI_16188"
"Octan-1-ol","CHEBI_16188"
"Octanol","CHEBI_16188"
"n-Octanol","CHEBI_16188"
"Pentadecane","CHEBI_28897"
"Lachnophyllum ester","CHEBI_6347"
"Safynol","CHEBI_8995"
"Thiarubrine A","CHEBI_9538"
"Cucurbic acid","CHEBI_18446"
"Ethyl acetate","CHEBI_27750"
"Nona-2,6-dienal","CHEBI_7610"
"beta-Alaninebetaine","CHEBI_28825"
"gamma-Aminobutyric acid","CHEBI_16865"
"L-Arginine","CHEBI_16467"
"(-)-Betonicine;4-Hydroxyproline betaine","CHEBI_85533"
"(-)-Betonicine","CHEBI_85533"
"4-Hydroxyproline betaine","CHEBI_85533"
"L-Cystine","CHEBI_16283"
"S-dimethylsulfonium propionic acid","CHEBI_16457"
"L-Histidine","CHEBI_15971"
"L-Histidine","CHEBI_27570"
"L-Homoarginine","CHEBI_27747"
"L-Indospicine","CHEBI_6253"
"L-Leucine","CHEBI_15603"
"D-Cathine","CHEBI_4109"
"N,N-Dimethyltryptamine","CHEBI_28969"
"Dopamine","CHEBI_18243"
"Serotonin;5-Hydroxytryptamine;DS substance;Enteramin;Enteramine;Thrombocytin;Thrombotonin","CHEBI_28790"
"5-Hydroxytryptamine","CHEBI_28790"
"DS substance","CHEBI_28790"
"Enteramin","CHEBI_28790"
"Enteramine","CHEBI_28790"
"Serotonin","CHEBI_28790"
"Thrombocytin","CHEBI_28790"
"Thrombotonin","CHEBI_28790"
"Acalyphin","CHEBI_2372"
"Amygdalin;(R)-Amygdalin","CHEBI_17019"
"(R)-Amygdalin","CHEBI_17019"
"Amygdalin","CHEBI_17019"
"Anthemis glycoside A","CHEBI_2747"
"Glucocapparin;Methyl glucosinolate","CHEBI_79328"
"Glucocapparin","CHEBI_79328"
"Methyl glucosinolate","CHEBI_79328"
"Glucoiberverin;3-(Methylthio)propyl glucosinolate","CHEBI_79326"
"3-(Methylthio)propyl glucosinolate","CHEBI_79326"
"Glucoiberverin","CHEBI_79326"
"Glucolimnanthin","CHEBI_5409"
"Glucolimnanthin","CHEBI_79343"
"Cordycepin","CHEBI_29014"
"Hypoxanthine","CHEBI_17368"
"Theobromine","CHEBI_28946"
"UDP-D-glucose;Uridine diphosphate glucose","CHEBI_46229"
"UDP-D-glucose","CHEBI_46229"
"Uridine diphosphate glucose","CHEBI_46229"
"L-Glutathione","CHEBI_16856"
"Aristolochic acid I;Aristolochic acid A","CHEBI_2825"
"Aristolochic acid A","CHEBI_2825"
"Aristolochic acid I","CHEBI_2825"
"Chlorophyll a","CHEBI_18230"
"Cyanocobalamin","CHEBI_17439"
"6-Hydroxykynurenic acid","CHEBI_2195"
"Pantothenic acid","CHEBI_46905"
"Ambelline;(-)-Ambelline","CHEBI_2626"
"(-)-Ambelline","CHEBI_2626"
"Ambelline","CHEBI_2626"
"Carinatine","CHEBI_3418"
"Haemanthamine","CHEBI_5600"
"Celosianin II","CHEBI_3530"
"Humilixanthin","CHEBI_5767"
"Miraxanthin I;Miraxanthin-I","CHEBI_6945"
"Miraxanthin I","CHEBI_6945"
"Miraxanthin-I","CHEBI_6945"
"Miraxanthin II;Miraxanthin-II","CHEBI_6946"
"Miraxanthin II","CHEBI_6946"
"Miraxanthin-II","CHEBI_6946"
"Anthranoyllycoctonine","CHEBI_2759"
"Atisine","CHEBI_2909"
"Barbinine","CHEBI_2992"
"14-Deacetylnudicauline","CHEBI_754"
"Delphinine","CHEBI_4384"
"Elatine(alkaloid)","CHEBI_4768"
"Falaconitine","CHEBI_4970"
"Norerythrostachaldine","CHEBI_7626"
"Ryanodine","CHEBI_8925"
"Staphidine","CHEBI_9250"
"Talatisamine;Talatizamine","CHEBI_9392"
"Talatisamine","CHEBI_9392"
"Talatizamine","CHEBI_9392"
"Tricornine","CHEBI_9696"
"Brevicolline","CHEBI_3174"
"Brucine","CHEBI_3193"
"alpha-Ergocryptine","CHEBI_10276"
"Gabunine","CHEBI_5239"
"Ibogaine","CHEBI_5852"
"Leurosine","CHEBI_6430"
"Mitraphylline","CHEBI_6957"
"Ochrolifuanine A","CHEBI_7720"
"Olivacine","CHEBI_7767"
"Sarpagine","CHEBI_9036"
"Tabersonine","CHEBI_16776"
"Tubulosine;(-)-Tubulosine","CHEBI_9775"
"(-)-Tubulosine","CHEBI_9775"
"Tubulosine","CHEBI_9775"
"Usambarensine","CHEBI_9910"
"Actinodaphnine;(+)-Actinodaphnine;1,2-Methylenedioxy-9-hydroxy-10-methoxynoraporphine","CHEBI_2444"
"(+)-Actinodaphnine","CHEBI_2444"
"Actinodaphnine","CHEBI_2444"
"1,2-Methylenedioxy-9-hydroxy-10-methoxynoraporphine","CHEBI_2444"
"Adlumine;(+)-Adlumine","CHEBI_9"
"(+)-Adlumine","CHEBI_9"
"Adlumine","CHEBI_9"
"Alangimarine","CHEBI_2537"
"(-)-Apoglaziovine;Apoglaziovine","CHEBI_77"
"(-)-Apoglaziovine","CHEBI_77"
"Apoglaziovine","CHEBI_77"
"Armepavine;(-)-Armepavine;(R)-(-)-Armepavine","CHEBI_2826"
"(-)-Armepavine","CHEBI_2826"
"(R)-(-)-Armepavine","CHEBI_2826"
"Armepavine","CHEBI_2826"
"Cularidine","CHEBI_3956"
"Cularimine;(+)-Cularimine","CHEBI_3957"
"(+)-Cularimine","CHEBI_3957"
"Cularimine","CHEBI_3957"
"Cularine;(+)-Cularine","CHEBI_3958"
"(+)-Cularine","CHEBI_3958"
"Cularine","CHEBI_3958"
"(+)-Demethylcoclaurine","CHEBI_27751"
"Fumaricine","CHEBI_5191"
"Gigantine","CHEBI_5351"
"(S)-Isoboldine;Isoboldine","CHEBI_5986"
"(S)-Isoboldine","CHEBI_5986"
"Isoboldine","CHEBI_5986"
"Isocorydine;(+)-Isocorydine;(S)-(+)-Isocorydine;L-(+)-Isocorydine","CHEBI_6000"
"(+)-Isocorydine","CHEBI_6000"
"(S)-(+)-Isocorydine","CHEBI_6000"
"Isocorydine","CHEBI_6000"
"L-(+)-Isocorydine","CHEBI_6000"
"Macoline","CHEBI_6625"
"(+)-O-Methylthalicberine;O-Methylthalicberine","CHEBI_38"
"(+)-O-Methylthalicberine","CHEBI_38"
"O-Methylthalicberine","CHEBI_38"
"Noscapine;O-Methylnarcotoline;alpha-Narcotine","CHEBI_73237"
"Noscapine","CHEBI_73237"
"O-Methylnarcotoline","CHEBI_73237"
"alpha-Narcotine","CHEBI_73237"
"Psychotrine","CHEBI_8622"
"Salutaridine;(+)-Salutaridine","CHEBI_17225"
"(+)-Salutaridine","CHEBI_17225"
"Salutaridine","CHEBI_17225"
"Cucoline;Kukoline;Sinomenine","CHEBI_9163"
"Cucoline","CHEBI_9163"
"Kukoline","CHEBI_9163"
"Sinomenine","CHEBI_9163"
"Thalsimine","CHEBI_9515"
"Acrifoline","CHEBI_2433"
"Annotinine","CHEBI_2744"
"Carolinianine","CHEBI_3430"
"N-(p-Hydroxyphenethyl)actinidine","CHEBI_7102"
"beta-Skytanthine","CHEBI_10445"
"Cuscohygrine;meso-Cuscohygrine","CHEBI_27920"
"Cuscohygrine","CHEBI_27920"
"meso-Cuscohygrine","CHEBI_27920"
"Harzianopyridone","CHEBI_5628"
"Isolobinine","CHEBI_6023"
"(-)-Lobeline;Lobeline","CHEBI_48723"
"(-)-Lobeline","CHEBI_48723"
"Lobeline","CHEBI_48723"
"Nicotine","CHEBI_17688"
"Nicotine","CHEBI_18723"
"(-)-Pelletierine","CHEBI_7952"
"Piperine;1-Piperoylpiperidine;Bioperine","CHEBI_28821"
"1-Piperoylpiperidine","CHEBI_28821"
"Bioperine","CHEBI_28821"
"Piperine","CHEBI_28821"
"7-Angeloylheliotridine;7-O-Angeloylheliotridine;O7-angelylheliotridine","CHEBI_7666"
"7-Angeloylheliotridine","CHEBI_7666"
"7-O-Angeloylheliotridine","CHEBI_7666"
"O7-angelylheliotridine","CHEBI_7666"
"Auriculine","CHEBI_2928"
"Doronine","CHEBI_4701"
"Heliosupine","CHEBI_5641"
"Heliotridine","CHEBI_5642"
"Jacobine","CHEBI_6080"
"Triangularine","CHEBI_9672"
"Uplandicine","CHEBI_9881"
"Balfourodinium","CHEBI_2986"
"Bucharaine","CHEBI_3203"
"Camptothecin","CHEBI_27656"
"Cinchonidine","CHEBI_3703"
"Deoxypeganine","CHEBI_4428"
"Flindersiamine;8-Methoxy-6,7-methylenedioxydictamnine","CHEBI_5093"
"8-Methoxy-6,7-methylenedioxydictamnine","CHEBI_5093"
"Flindersiamine","CHEBI_5093"
"Haplopine","CHEBI_5620"
"Lunacridine","CHEBI_6563"
"Rutacridone epoxide","CHEBI_8918"
"(-)-Anagyrine;Anagyrine","CHEBI_2699"
"(-)-Anagyrine","CHEBI_2699"
"Anagyrine","CHEBI_2699"
"Calpurnine;Oroboidine","CHEBI_3331"
"Calpurnine","CHEBI_3331"
"Oroboidine","CHEBI_3331"
"Piptanthine","CHEBI_8243"
"Buxamine E","CHEBI_3249"
"Imperialine;Sipeimine","CHEBI_5886"
"Imperialine","CHEBI_5886"
"Sipeimine","CHEBI_5886"
"Jervine","CHEBI_6088"
"Tomatine","CHEBI_9630"
"Anisodamine","CHEBI_2735"
"Belladonnine","CHEBI_3006"
"Ecgonine","CHEBI_4743"
"Hyoscyamine;(-)-Hyoscyamine","CHEBI_17486"
"(-)-Hyoscyamine","CHEBI_17486"
"Hyoscyamine","CHEBI_17486"
"Littorine","CHEBI_6506"
"Annuloline","CHEBI_2745"
"(+)-Calycanthine;Calycanthine","CHEBI_3333"
"(+)-Calycanthine","CHEBI_3333"
"Calycanthine","CHEBI_3333"
"Celabenzine","CHEBI_132335"
"Damascenine","CHEBI_4311"
"Harringtonine","CHEBI_5626"
"Cyanidin 3,5,3'-triglucoside","CHEBI_28215"
"Cyanin;Cyanidin 3,5-diglucoside","CHEBI_3978"
"Cyanidin 3,5-diglucoside","CHEBI_3978"
"Cyanin","CHEBI_3978"
"Gentiodelphin;Delphinidin 3-glucoside-5,3'-di-(6-caffeoylglucoside)","CHEBI_5319"
"Gentiodelphin","CHEBI_5319"
"Delphinidin 3-glucoside-5,3'-di-(6-caffeoylglucoside)","CHEBI_5319"
"Isobutrin","CHEBI_5989"
"6-O-Methyleuparin","CHEBI_2222"
"alpha-Pyrufuran","CHEBI_10328"
"Toxol","CHEBI_9645"
"Butyrylmallotochromene","CHEBI_3248"
"Flindersiachromone","CHEBI_5092"
"Frutinone A","CHEBI_5179"
"Precocene 1","CHEBI_8368"
"Ammoresinol","CHEBI_2671"
"Coumarin","CHEBI_28794"
"(3'R,4'R)-3'-Epoxyangeloyloxy-4'-acetoxy-3'4'-dihydroseselin","CHEBI_192"
"Fraxin","CHEBI_5170"
"Luvangetin","CHEBI_6586"
"Nodakenin","CHEBI_7607"
"Novobiocin;Albamix;Albamycin;Antibiotic PA-93;Cardelmycin;Cathocin;Cathomycin;Crystallinic acid;Inamycin;Novo-R;PA 93;Robiocina;Sirbiocina;Spheromycin;Stilbiocina;Streptonivicin;U 6391","CHEBI_28368"
"Albamix","CHEBI_28368"
"Albamycin","CHEBI_28368"
"Antibiotic PA-93","CHEBI_28368"
"Cardelmycin","CHEBI_28368"
"Cathocin","CHEBI_28368"
"Cathomycin","CHEBI_28368"
"Crystallinic acid","CHEBI_28368"
"Inamycin","CHEBI_28368"
"Novo-R","CHEBI_28368"
"Novobiocin","CHEBI_28368"
"PA 93","CHEBI_28368"
"Robiocina","CHEBI_28368"
"Sirbiocina","CHEBI_28368"
"Spheromycin","CHEBI_28368"
"Stilbiocina","CHEBI_28368"
"Streptonivicin","CHEBI_28368"
"U 6391","CHEBI_28368"
"Peucenidin","CHEBI_8035"
"Rutarin","CHEBI_69039"
"7-Hydroxycoumarin;Umbelliferon;Umbelliferone","CHEBI_27510"
"7-Hydroxycoumarin","CHEBI_27510"
"Umbelliferon","CHEBI_27510"
"Umbelliferone","CHEBI_27510"
"Dalbergioidin;5,7,2',4'-Tetrahydroxyisoflavanone","CHEBI_65"
"5,7,2',4'-Tetrahydroxyisoflavanone","CHEBI_65"
"Dalbergioidin","CHEBI_65"
"4-Hydroxyhomopterocarpin;Melilotocarpan A","CHEBI_1867"
"4-Hydroxyhomopterocarpin","CHEBI_1867"
"Melilotocarpan A","CHEBI_1867"
"Irisolidone;4'-O-Methyltectorigenin;5,7-Dihydroxy-6,4'-dimethoxyisoflavone","CHEBI_5972"
"4'-O-Methyltectorigenin","CHEBI_5972"
"5,7-Dihydroxy-6,4'-dimethoxyisoflavone","CHEBI_5972"
"Irisolidone","CHEBI_5972"
"Phaseollidin","CHEBI_17556"
"Psoralidin;3,9-Dihydroxy-2-prenylcoumestan","CHEBI_8616"
"3,9-Dihydroxy-2-prenylcoumestan","CHEBI_8616"
"Psoralidin","CHEBI_8616"
"Rotenone;Tubotoxin;Nicouline","CHEBI_28201"
"Nicouline","CHEBI_28201"
"Rotenone","CHEBI_28201"
"Tubotoxin","CHEBI_28201"
"(+)-Galbacin","CHEBI_24"
"Grandisin;(-)-Grandisin","CHEBI_5535"
"(-)-Grandisin","CHEBI_5535"
"Grandisin","CHEBI_5535"
"beta-Peltatin A methyl ether","CHEBI_10437"
"Phrymarolin I","CHEBI_8173"
"(-)-Hibalactone;(-)-Savinin;Savinin","CHEBI_9044"
"(-)-Hibalactone","CHEBI_9044"
"(-)-Savinin","CHEBI_9044"
"Savinin","CHEBI_9044"
"Arbutin","CHEBI_18305"
"Cannabidiolic acid","CHEBI_3359"
"Gentisyl alcohol","CHEBI_5325"
"Grevillol","CHEBI_5545"
"5-(Heptadec-12-enyl)resorcinol","CHEBI_2022"
"Phloroglucinol","CHEBI_16204"
"Resorcinol","CHEBI_27810"
"Vanillin","CHEBI_18346"
"Aspidin","CHEBI_2883"
"beta-Asarone","CHEBI_10353"
"3-O-Caffeoylquinic acid;Chlorogenic acid;Heriguard","CHEBI_16112"
"3-O-Caffeoylquinic acid","CHEBI_16112"
"Chlorogenic acid","CHEBI_16112"
"Heriguard","CHEBI_16112"
"1,3-Dicaffeoylquinic acid","CHEBI_520"
"Estragol;Estragole;Esdragol","CHEBI_4867"
"Esdragol","CHEBI_4867"
"Estragol","CHEBI_4867"
"Estragole","CHEBI_4867"
"Ferulic acid;3-(4-Hydroxy-3-methoxyphenyl)-2-propenoic acid","CHEBI_17620"
"3-(4-Hydroxy-3-methoxyphenyl)-2-propenoic acid","CHEBI_17620"
"Ferulic acid","CHEBI_17620"
"(S)-6-Gingerol;(S)-(+)-[6]Gingerol;[6]-Gingerol","CHEBI_10136"
"(S)-(+)-[6]Gingerol","CHEBI_10136"
"(S)-6-Gingerol","CHEBI_10136"
"[6]-Gingerol","CHEBI_10136"
"Melilotic acid","CHEBI_16104"
"Purpureaside C","CHEBI_8644"
"Alkannin beta,beta-dimethylacrylate","CHEBI_2579"
"Deoxylapachol","CHEBI_4414"
"Dothistromin","CHEBI_4704"
"2-Hydroxymethylanthraquinone","CHEBI_28649"
"Hypericin","CHEBI_5835"
"Morindone","CHEBI_7000"
"Plumbagin;Plumbagine","CHEBI_8273"
"Plumbagin","CHEBI_8273"
"Plumbagine","CHEBI_8273"
"7-Methyljuglone;Ramentaceone","CHEBI_8773"
"7-Methyljuglone","CHEBI_8773"
"Ramentaceone","CHEBI_8773"
"Blestriarene B","CHEBI_3141"
"Copalliferol B","CHEBI_3872"
"Dihydroresveratrol;3,4',5-Trihydroxybibenzyl","CHEBI_4582"
"3,4',5-Trihydroxybibenzyl","CHEBI_4582"
"Dihydroresveratrol","CHEBI_4582"
"4,4'-Dihydroxy-3,5-dimethoxybibenzyl","CHEBI_28571"
"Oxyresveratrol;2,3,4,5'-Tetrahydroxystilbene","CHEBI_7870"
"2,3,4,5'-Tetrahydroxystilbene","CHEBI_7870"
"Oxyresveratrol","CHEBI_7870"
"Pinosylvin;3,5-Dihydroxystilbene;Pinosylvine","CHEBI_17323"
"3,5-Dihydroxystilbene","CHEBI_17323"
"Pinosylvin","CHEBI_17323"
"Pinosylvine","CHEBI_17323"
"4'-Prenyloxyresveratrol","CHEBI_1736"
"Resveratrol;3,4',5-Trihydroxystilbene","CHEBI_45713"
"3,4',5-Trihydroxystilbene","CHEBI_45713"
"Resveratrol","CHEBI_45713"
"Casuarinin","CHEBI_3462"
"Eugeniin","CHEBI_4916"
"Proanthocyanidin A2","CHEBI_28472"
"Terminalin","CHEBI_9454"
"Demethylbellidifolin;1,3,5,8-Tetrahdroxyyxanthone","CHEBI_65480"
"1,3,5,8-Tetrahdroxyyxanthone","CHEBI_65480"
"Demethylbellidifolin","CHEBI_65480"
"Gentiacaulein;1,7-Dihydroxy-3,8-dimethoxyxantone","CHEBI_5313"
"1,7-Dihydroxy-3,8-dimethoxyxantone","CHEBI_5313"
"Gentiacaulein","CHEBI_5313"
"Mangostin;alpha-Mangostin","CHEBI_67547"
"Mangostin","CHEBI_67547"
"alpha-Mangostin","CHEBI_67547"
"Haematoxylin","CHEBI_5601"
"Paeoniflorin","CHEBI_7889"
"Robustaol A","CHEBI_8882"
"(+)-R-Citronellol;(R)-beta-Citronellol;(R)-3,7-Dimethyl-6-octen-1-ol","CHEBI_10360"
"(+)-R-Citronellol","CHEBI_10360"
"(R)-3,7-Dimethyl-6-octen-1-ol","CHEBI_10360"
"(R)-beta-Citronellol","CHEBI_10360"
"p-Cymene","CHEBI_28768"
"Dipentene","CHEBI_15384"
"alpha-Terpinene","CHEBI_10334"
"gamma-Terpinene;1-Methyl-4-(1-methylethyl)-1,4-cyclohexadiene","CHEBI_10577"
"1-Methyl-4-(1-methylethyl)-1,4-cyclohexadiene","CHEBI_10577"
"gamma-Terpinene","CHEBI_10577"
"gamma-Thujaplicin","CHEBI_10578"
"Thymyl acetate","CHEBI_9583"
"Allamandin","CHEBI_2592"
"Dolichodial","CHEBI_4685"
"Harpagoside","CHEBI_5625"
"Isoplumericin","CHEBI_6042"
"Monotropein","CHEBI_6988"
"(E)-beta-Farnesene;beta-Farnesene;beta-trans-Farnesene","CHEBI_10418"
"(E)-beta-Farnesene","CHEBI_10418"
"beta-Farnesene","CHEBI_10418"
"beta-trans-Farnesene","CHEBI_10418"
"Illudin S;Lampterol","CHEBI_5867"
"Illudin S","CHEBI_5867"
"Lampterol","CHEBI_5867"
"Longifolene","CHEBI_6530"
"Lubimin","CHEBI_27774"
"Eremanthine;(-)-Eremanthin","CHEBI_4815"
"(-)-Eremanthin","CHEBI_4815"
"Eremanthine","CHEBI_4815"
"Lactucin","CHEBI_6358"
"Ineketone","CHEBI_5920"
"Jatrophatrione","CHEBI_6085"
"Glycyrrhizic acid;Glycyrrhizin","CHEBI_29807"
"Glycyrrhizic acid","CHEBI_29807"
"Glycyrrhizin","CHEBI_29807"
"Betulinic acid","CHEBI_3087"
"Acerosin;3',5,7-Trihydroxy-4',6,8-trimethoxyflavone;5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,8-dimethoxy-4H-1-benzopyran-4-one","CHEBI_2382"
"3',5,7-Trihydroxy-4',6,8-trimethoxyflavone","CHEBI_2382"
"Acerosin","CHEBI_2382"
"5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,8-dimethoxy-4H-1-benzopyran-4-one","CHEBI_2382"
"5,7,3'-Trihydroxy-4'-methoxyflavone 7-O-rutinoside;Diosmin;Luteolin 4'-methyl ether 7-rutinoside","CHEBI_4631"
"5,7,3'-Trihydroxy-4'-methoxyflavone 7-O-rutinoside","CHEBI_4631"
"Diosmin","CHEBI_4631"
"Luteolin 4'-methyl ether 7-rutinoside","CHEBI_4631"
"Oxyayanin B","CHEBI_7855"
"Chrysosplenetin;5,4'-Dihydroxy-3,6,7,3'-tetramethoxyflavone;Quercetagetin 3,6,7,3'-tetramethyl ether;Polycladin;5-Hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,6,7-trimethoxy-4H-1-benzopyran-4-one","CHEBI_3689"
"5,4'-Dihydroxy-3,6,7,3'-tetramethoxyflavone","CHEBI_3689"
"Chrysosplenetin","CHEBI_3689"
"Polycladin","CHEBI_3689"
"Quercetagetin 3,6,7,3'-tetramethyl ether","CHEBI_3689"
"5-Hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,6,7-trimethoxy-4H-1-benzopyran-4-one","CHEBI_3689"
"Quercetin 3-O-L-rhamnoside","CHEBI_17558"
"Genistein 8-C-glucoside","CHEBI_5304"
"Monardaein","CHEBI_6972"
"Malonylawobanin;Delphinidin 3-(6''-(E)-p-coumaroylglucoside)-5-(6''-malonylglucoside)","CHEBI_6665"
"Malonylawobanin","CHEBI_6665"
"Delphinidin 3-(6''-(E)-p-coumaroylglucoside)-5-(6''-malonylglucoside)","CHEBI_6665"
"Isoliquiritigenin 2'-methy ether;4,4'-Dihydroxy-2'-methoxychalcone","CHEBI_519567"
"4,4'-Dihydroxy-2'-methoxychalcone","CHEBI_519567"
"Isoliquiritigenin 2'-methy ether","CHEBI_519567"
"NAD;Nicotinamide adenine dinucleotide","CHEBI_15846"
"NAD","CHEBI_15846"
"Nicotinamide adenine dinucleotide","CHEBI_15846"
"Chlorophyll b","CHEBI_27888"
"(+)-Matrine N-oxide;Matrine N-oxide;Oxymatrine;Ammothamnine;Matrine 1beta-oxide","CHEBI_2672"
"(+)-Matrine N-oxide","CHEBI_2672"
"Ammothamnine","CHEBI_2672"
"Matrine 1beta-oxide","CHEBI_2672"
"Matrine N-oxide","CHEBI_2672"
"Oxymatrine","CHEBI_2672"
"2',6'-Dihydroxy-4'-methoxydihydrochalcone","CHEBI_28523"
"Eriocitrin","CHEBI_28709"
"Taxifolin 3-acetate","CHEBI_9416"
"Diffutin","CHEBI_4536"
"(-)-Fenchone","CHEBI_4999"
"beta-Guaiene","CHEBI_88873"
"Clionasterol;gamma-Sitosterol","CHEBI_132823"
"Clionasterol","CHEBI_132823"
"gamma-Sitosterol","CHEBI_132823"
"Lochnericine;(-)-Lochnericine","CHEBI_6510"
"(-)-Lochnericine","CHEBI_6510"
"Lochnericine","CHEBI_6510"
"Canadine;(S)-(-)-Canadine","CHEBI_16592"
"(S)-(-)-Canadine","CHEBI_16592"
"Canadine","CHEBI_16592"
"Benzyl alcohol;(Hydroxymethyl)benzene","CHEBI_17987"
"(Hydroxymethyl)benzene","CHEBI_17987"
"Benzyl alcohol","CHEBI_17987"
"Methyl salicylate","CHEBI_31832"
"2-Pentylfuran;2-Amylfuran","CHEBI_89197"
"2-Amylfuran","CHEBI_89197"
"2-Pentylfuran","CHEBI_89197"
"2-Methylfuran","CHEBI_88912"
"Gibberellin A3;GA3","CHEBI_28833"
"GA3","CHEBI_28833"
"Gibberellin A3","CHEBI_28833"
"Gibberellin A4;GA4","CHEBI_32902"
"GA4","CHEBI_32902"
"Gibberellin A4","CHEBI_32902"
"Gibberellin A36;GA36","CHEBI_29595"
"GA36","CHEBI_29595"
"Gibberellin A36","CHEBI_29595"
"alpha-Eudesmol","CHEBI_10278"
"Lunularic acid","CHEBI_6567"
"Vernolepin","CHEBI_9963"
"Xanthinin","CHEBI_10061"
"Magnolol","CHEBI_6643"
"(-)-Arctigenin","CHEBI_79"
"Plicatic acid","CHEBI_8272"
"alpha-pinene","CHEBI_36740"
"(-)-beta-Pinene;(-)-Nopinene","CHEBI_28359"
"(-)-Nopinene","CHEBI_28359"
"(-)-beta-Pinene","CHEBI_28359"
"3-Carene","CHEBI_3381"
"Myrcene","CHEBI_17221"
"Broussonin C","CHEBI_3186"
"Dracorubin","CHEBI_4714"
"Pinobanksin","CHEBI_28103"
"Pinocembrin 7-rhamnosylglucoside;Pinocembrin 7-O-neohesperidoside","CHEBI_8222"
"Pinocembrin 7-O-neohesperidoside","CHEBI_8222"
"Pinocembrin 7-rhamnosylglucoside","CHEBI_8222"
"Sanggenon D","CHEBI_9021"
"Silybin","CHEBI_9144"
"Silychristin","CHEBI_9143"
"Apigenin 7,4'-dimethyl ether;5-Hydroxy-4',7-dimethoxyflavone;Genkwanin 4'-methyl ether;7-O-Methylacacetin;Acacetin 7-methyl ether;5-Hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one","CHEBI_2769"
"5-Hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one","CHEBI_2769"
"5-Hydroxy-4',7-dimethoxyflavone","CHEBI_2769"
"7-O-Methylacacetin","CHEBI_2769"
"Acacetin 7-methyl ether","CHEBI_2769"
"Apigenin 7,4'-dimethyl ether","CHEBI_2769"
"Genkwanin 4'-methyl ether","CHEBI_2769"
"5,7-Dimethoxyflavone;chrysin 5,7-dimethyl ether","CHEBI_3684"
"5,7-Dimethoxyflavone","CHEBI_3684"
"chrysin 5,7-dimethyl ether","CHEBI_3684"
"Gossypetin 8-rhamnoside","CHEBI_28086"
"Herbacetin","CHEBI_27673"
"Sexangularetin","CHEBI_9131"
"D-Fructose;b-D-Fructofuranose","CHEBI_28645"
"D-Fructose;b-D-Fructofuranose","CHEBI_37721"
"D-Fructose;b-D-Fructofuranose","CHEBI_48095"
"D-Fructose","CHEBI_28645"
"D-Fructose","CHEBI_37721"
"D-Fructose","CHEBI_48095"
"b-D-Fructofuranose","CHEBI_28645"
"b-D-Fructofuranose","CHEBI_37721"
"b-D-Fructofuranose","CHEBI_48095"
"Neohesperidose","CHEBI_73992"
"Clusianose","CHEBI_3767"
"Myoinositol;myo-Inositol","CHEBI_17268"
"Myoinositol","CHEBI_17268"
"myo-Inositol","CHEBI_17268"
"D-Mannitol;Mannitol","CHEBI_16899"
"D-Mannitol","CHEBI_16899"
"Mannitol","CHEBI_16899"
"Isovaleric acid;3-Methylbutanoic acid","CHEBI_28484"
"3-Methylbutanoic acid","CHEBI_28484"
"Isovaleric acid","CHEBI_28484"
"Oxalic acid","CHEBI_16995"
"Dimethyl disulfide","CHEBI_4608"
"Naphthalene","CHEBI_16482"
"Propanethial S-oxide","CHEBI_8475"
